date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:41:20	5170/5170	---MC-	200	added ('OK')	text/css	date:Mon,%2016%20Mar%202015%2012:41:20%20GMT	https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/overlay.css?cb=ski42a1024px300160goog-ws-leftnone30bottomcenter	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/overlaya6d0.css	(from https://sites.google.com/site/ieeevcip2015/)
20:41:20	1102113/1102113	---MC-	200	added ('OK')	text/javascript	date:Wed,%2004%20Mar%202015%2017:30:19%20GMT	https://ssl.gstatic.com/sites/p/b9df9c/system/js/trog_edit__en.js	C:/My%20Web%20Sites/typ/ssl.gstatic.com/sites/p/b9df9c/system/js/trog_edit__en.js	(from https://sites.google.com/site/ieeevcip2015/)
20:41:20	2225/2225	---MC-	200	added ('OK')	text/css	date:Mon,%2016%20Mar%202015%2012:41:21%20GMT	https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/camelot/allthemes-view.css	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/camelot/allthemes-view.css	(from https://sites.google.com/site/ieeevcip2015/)
20:41:21	24836/24836	---MCZ	200	added ('OK')	text/html	etag:%221425486098000|#public|0|en|||0%22	https://sites.google.com/site/ieeevcip2015/call-for-submissions	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/call-for-submissions.html	(from https://sites.google.com/site/ieeevcip2015/)
20:41:22	24690/24690	---MCZ	200	added ('OK')	text/html	etag:%221425486098000|#public|0|en|||0%22	https://sites.google.com/site/ieeevcip2015/call-for-submissions/regular-papers	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/call-for-submissions/regular-papers.html	(from https://sites.google.com/site/ieeevcip2015/)
20:41:23	27951/27951	---MCZ	200	added ('OK')	text/html	etag:%221425486098000|#public|0|en|||0%22	https://sites.google.com/site/ieeevcip2015/call-for-submissions/special-sessions	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/call-for-submissions/special-sessions.html	(from https://sites.google.com/site/ieeevcip2015/)
20:41:23	24103/24103	---MCZ	200	added ('OK')	text/html	etag:%221425486098000|#public|0|en|||0%22	https://sites.google.com/site/ieeevcip2015/call-for-submissions/demos	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/call-for-submissions/demos.html	(from https://sites.google.com/site/ieeevcip2015/)
20:41:24	27729/27729	---MCZ	200	added ('OK')	text/html	etag:%221425486098000|#public|0|en|||0%22	https://sites.google.com/site/ieeevcip2015/call-for-submissions/tutorials	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/call-for-submissions/tutorials.html	(from https://sites.google.com/site/ieeevcip2015/)
20:41:25	27813/27813	---MCZ	200	added ('OK')	text/html	etag:%221425486098000|#public|0|en|||0%22	https://sites.google.com/site/ieeevcip2015/authors/author-guidelines	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/authors/author-guidelines.html	(from https://sites.google.com/site/ieeevcip2015/)
20:41:25	26930/26930	---MCZ	200	added ('OK')	text/html	etag:%221425486098000|#public|0|en|||0%22	https://sites.google.com/site/ieeevcip2015/authors/paper-submission	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/authors/paper-submission.html	(from https://sites.google.com/site/ieeevcip2015/)
20:41:25	24668/24668	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Mar%202015%2016:21:38%20GMT	https://sites.google.com/site/ieeevcip2015/website-builder	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/website-builder.html	(from https://sites.google.com/site/ieeevcip2015/)
20:41:26	34157/34157	---MCZ	200	added ('OK')	text/html	etag:%221425486098000|#public|0|en|||0%22	https://sites.google.com/site/ieeevcip2015/website-builder/about-singpaore	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/website-builder/about-singpaore.html	(from https://sites.google.com/site/ieeevcip2015/)
20:41:26	29387/29387	---MCZ	200	added ('OK')	text/html	etag:%221425486098000|#public|0|en|||0%22	https://sites.google.com/site/ieeevcip2015/website-builder/travel-visa	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/website-builder/travel-visa.html	(from https://sites.google.com/site/ieeevcip2015/)
20:41:29	23443/23443	---MCZ	200	added ('OK')	text/html	etag:%221425486098000|#public|0|en|||0%22	https://sites.google.com/site/ieeevcip2015/website-builder/accomodation	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/website-builder/accomodation.html	(from https://sites.google.com/site/ieeevcip2015/)
20:41:29	22877/22877	---MCZ	200	added ('OK')	text/html	etag:%221425486098000|#public|0|en|||0%22	https://sites.google.com/site/ieeevcip2015/program	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/program.html	(from https://sites.google.com/site/ieeevcip2015/)
20:41:30	22546/22546	---MCZ	200	added ('OK')	text/html	etag:%221425486098000|#public|0|en|||0%22	https://sites.google.com/site/ieeevcip2015/registration	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/registration.html	(from https://sites.google.com/site/ieeevcip2015/)
20:41:30	24631/24631	---MCZ	200	added ('OK')	text/html	etag:%221425486098000|#public|0|en|||0%22	https://sites.google.com/site/ieeevcip2015/important-dates	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/important-dates.html	(from https://sites.google.com/site/ieeevcip2015/)
20:41:31	24835/24835	---MCZ	200	added ('OK')	text/html	etag:%221425486098000|#public|0|en|||0%22	https://sites.google.com/site/ieeevcip2015/Organizing-Committee	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/Organizing-Committee.html	(from https://sites.google.com/site/ieeevcip2015/)
20:41:31	24856/24856	---MCZ	200	added ('OK')	text/html	etag:%221425486098000|#public|0|en|||0%22	https://sites.google.com/site/ieeevcip2015/sponsors	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/sponsors.html	(from https://sites.google.com/site/ieeevcip2015/)
20:41:32	22905/22905	---MCZ	200	added ('OK')	text/html	etag:%221425486098000|#public|0|en|||0%22	https://sites.google.com/site/ieeevcip2015/contact-us	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/contact-us.html	(from https://sites.google.com/site/ieeevcip2015/)
20:41:32	31120/31120	---MCZ	200	added ('OK')	text/html	etag:%221425486098000|#public|0|en|||0%22	https://sites.google.com/site/ieeevcip2015/system/app/pages/recentChanges	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/system/app/pages/recentChanges.html	(from https://sites.google.com/site/ieeevcip2015/)
20:41:33	11432/11432	---MCZ	200	added ('OK')	text/html	etag:%221425486098000|#public|0|en|||0%22	https://sites.google.com/site/ieeevcip2015/system/app/pages/reportAbuse	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/system/app/pages/reportAbuse.html	(from https://sites.google.com/site/ieeevcip2015/)
20:41:33	286168/286168	---MC-	200	added ('OK')	text/javascript	date:Wed,%2004%20Mar%202015%2017:30:19%20GMT	https://ssl.gstatic.com/sites/p/b9df9c/system/js/jot_min_view__en.js	C:/My%20Web%20Sites/typ/ssl.gstatic.com/sites/p/b9df9c/system/js/jot_min_view__en.js	(from https://sites.google.com/site/ieeevcip2015/)
20:41:34	145/145	---MCZ	400	error ('Bad%20Request')	text/html	date:Mon,%2016%20Mar%202015%2012:41:34%20GMT	https://sites.google.com/site/ieeevcip2015/_/tz	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/_/tz.1e.delayed	(from https://sites.google.com/site/ieeevcip2015/)
20:41:34	44/44	---M--	200	added ('OK')	image/gif	date:Wed,%2028%20Sep%202011%2003:00:23%20GMT	http://ssl.gstatic.com/editor/bubble2_tr.gif	C:/My%20Web%20Sites/typ/ssl.gstatic.com/editor/bubble2_tr.gif	(from https://ssl.gstatic.com/sites/p/b9df9c/system/app/css/trogedit.css)
20:41:35	13113/13113	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Mar%202015%2012:41:35%20GMT	https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/images/toolbar-check.gif	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/images/toolbar-check.gif	(from https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/editor.css)
20:41:35	259/259	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Mar%202015%2012:41:35%20GMT	https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/images/icon-help-kennedy.png	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/images/icon-help-kennedy.png	(from https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/editor.css)
20:41:35	425/425	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2016%20Mar%202015%2012:41:36%20GMT	https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/typ/sites.google.com/site/sites/system/app/images/icon_plusone.22.delayed	(from https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/editor.css)
20:41:35	472/472	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2016%20Mar%202015%2012:41:36%20GMT	https://www.google.com/a/UniversalLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/site/sites/system/app/images/icon_plusone.png&followup=https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/typ/www.google.com/a/UniversalLogin.23c521.delayed	(from https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/editor.css)
20:41:36	0/-1	---M--	302	error ('')			https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/typ/sites.google.com/site/sites/system/app/images/icon_plusone.24.delayed	(from https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/editor.css)
20:41:36	0/-1	---M--	302	error ('')			https://www.google.com/a/UniversalLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/site/sites/system/app/images/icon_plusone.png&followup=https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/typ/www.google.com/a/UniversalLogin.25c521.delayed	(from https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/editor.css)
20:41:36	0/-1	---M--	302	error ('')			https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/typ/sites.google.com/site/sites/system/app/images/icon_plusone.26.delayed	(from https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/editor.css)
20:41:36	0/-1	---M--	302	error ('')			https://www.google.com/a/UniversalLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/site/sites/system/app/images/icon_plusone.png&followup=https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/typ/www.google.com/a/UniversalLogin.27c521.delayed	(from https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/editor.css)
20:41:36	0/-1	---M--	302	error ('')			https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/typ/sites.google.com/site/sites/system/app/images/icon_plusone.28.delayed	(from https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/editor.css)
20:41:36	0/-1	---M--	302	error ('')			https://www.google.com/a/UniversalLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/site/sites/system/app/images/icon_plusone.png&followup=https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/typ/www.google.com/a/UniversalLogin.29c521.delayed	(from https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/editor.css)
20:41:36	0/-1	---M--	302	error ('')			https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/typ/sites.google.com/site/sites/system/app/images/icon_plusone.2a.delayed	(from https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/editor.css)
20:41:36	0/-1	---M--	302	error ('')			https://www.google.com/a/UniversalLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/site/sites/system/app/images/icon_plusone.png&followup=https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/typ/www.google.com/a/UniversalLogin.2bc521.delayed	(from https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/editor.css)
20:41:36	0/-1	---M--	302	error ('')			https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/typ/sites.google.com/site/sites/system/app/images/icon_plusone.2c.delayed	(from https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/editor.css)
20:41:36	0/-1	---M--	302	error ('')			https://www.google.com/a/UniversalLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/site/sites/system/app/images/icon_plusone.png&followup=https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/typ/www.google.com/a/UniversalLogin.2dc521.delayed	(from https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/editor.css)
20:41:36	0/-1	---M--	302	error ('')			https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/typ/sites.google.com/site/sites/system/app/images/icon_plusone.2e.delayed	(from https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/editor.css)
20:41:36	0/-1	---M--	302	error ('')			https://www.google.com/a/UniversalLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/site/sites/system/app/images/icon_plusone.png&followup=https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/typ/www.google.com/a/UniversalLogin.2fc521.delayed	(from https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/editor.css)
20:41:36	0/-1	---M--	302	error ('')			https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/typ/sites.google.com/site/sites/system/app/images/icon_plusone.30.delayed	(from https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/editor.css)
20:41:36	0/-1	---M--	302	error ('')			https://www.google.com/a/UniversalLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/site/sites/system/app/images/icon_plusone.png&followup=https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/My%20Web%20Sites/typ/www.google.com/a/UniversalLogin.31c521.delayed	(from https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/editor.css)
20:41:36	419/419	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2016%20Mar%202015%2012:41:36%20GMT	https://sites.google.com/site/sites/system/app/images/plusbadge.png	C:/My%20Web%20Sites/typ/sites.google.com/site/sites/system/app/images/plusbadge.32.delayed	(from https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/editor.css)
20:41:36	466/466	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2016%20Mar%202015%2012:41:37%20GMT	https://www.google.com/a/UniversalLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/site/sites/system/app/images/plusbadge.png&followup=https://sites.google.com/site/sites/system/app/images/plusbadge.png	C:/My%20Web%20Sites/typ/www.google.com/a/UniversalLogin.33263a.delayed	(from https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/editor.css)
20:41:36	0/-1	---M--	302	error ('')			https://sites.google.com/site/sites/system/app/images/plusbadge.png	C:/My%20Web%20Sites/typ/sites.google.com/site/sites/system/app/images/plusbadge.34.delayed	(from https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/editor.css)
20:41:36	0/-1	---M--	302	error ('')			https://www.google.com/a/UniversalLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/site/sites/system/app/images/plusbadge.png&followup=https://sites.google.com/site/sites/system/app/images/plusbadge.png	C:/My%20Web%20Sites/typ/www.google.com/a/UniversalLogin.35263a.delayed	(from https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/editor.css)
20:41:36	2025/2025	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Feb%202013%2019:52:00%20GMT	https://ssl.gstatic.com/images/icons/gplus-64.png	C:/My%20Web%20Sites/typ/ssl.gstatic.com/images/icons/gplus-64.png	(from https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/editor.css)
20:41:38	968/968	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Feb%202013%2019:52:00%20GMT	https://ssl.gstatic.com/images/icons/gplus-32.png	C:/My%20Web%20Sites/typ/ssl.gstatic.com/images/icons/gplus-32.png	(from https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/editor.css)
20:41:39	492/492	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Feb%202013%2019:52:00%20GMT	https://ssl.gstatic.com/images/icons/gplus-16.png	C:/My%20Web%20Sites/typ/ssl.gstatic.com/images/icons/gplus-16.png	(from https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/editor.css)
20:41:39	105/105	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Apr%202012%2000:13:23%20GMT	http://ssl.gstatic.com/ui/v1/menu/checkmark-partial.png	C:/My%20Web%20Sites/typ/ssl.gstatic.com/ui/v1/menu/checkmark-partial.png	(from https://ssl.gstatic.com/sites/p/b9df9c/system/app/themes/ski/standard-css-ski-ltr-ltr.css)
20:41:40	65819/65819	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Mar%202015%2012:41:40%20GMT	https://sites.google.com/site/ieeevcip2015/_/rsrc/1424164371138/config/VCIP2015Banner.jpg.1424164370969.jpg	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/_/rsrc/1424164371138/config/VCIP2015Banner.jpg.1424164370969.jpg	(from https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/overlay.css?cb=ski42a1024px300160goog-ws-leftnone30bottomcenter)
20:41:42	5524/5524	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Mar%202015%2012:41:42%20GMT	https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/images/camelot.png	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/images/camelot.png	(from https://sites.google.com/site/ieeevcip2015/_/rsrc/1425486098000/system/app/css/camelot/allthemes-view.css)
20:41:42	26008/26008	---MCZ	200	added ('OK')	text/html	etag:%221425486098000|#public|0|en|||0%22	https://sites.google.com/site/ieeevcip2015/home	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/home.html	(from https://sites.google.com/site/ieeevcip2015/call-for-submissions)
20:41:43	633/633	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2016%20Mar%202015%2012:41:43%20GMT	https://sites.google.com/site/ieeevcip2015/call-for-submissions/regular-papers/VCIP2015CfPv1.pdf?attredirects=0	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/call-for-submissions/regular-papers/VCIP2015CfPv1.3d6fb5.delayed	(from https://sites.google.com/site/ieeevcip2015/call-for-submissions)
20:41:43	0/-1	---M--	302	error ('')			https://sites.google.com/site/ieeevcip2015/call-for-submissions/regular-papers/VCIP2015CfPv1.pdf?attredirects=0	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/call-for-submissions/regular-papers/VCIP2015CfPv1.3e6fb5.delayed	(from https://sites.google.com/site/ieeevcip2015/call-for-submissions/regular-papers)
20:41:44	26077/26077	---MCZ	200	added ('OK')	text/html	etag:%221425486098000|#public|0|en|||0%22	https://sites.google.com/site/ieeevcip2015/authors	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/authors.html	(from https://sites.google.com/site/ieeevcip2015/authors/author-guidelines)
20:41:44	21915/21915	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Mar%202015%2012:41:44%20GMT	https://sites.google.com/site/ieeevcip2015/authors/CSI/	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/authors/CSI/index.html	(from https://sites.google.com/site/ieeevcip2015/authors/author-guidelines)
20:41:44	21940/21940	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Mar%202015%2012:41:44%20GMT	https://sites.google.com/site/ieeevcip2015/call-for-submissions/CSI/	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/call-for-submissions/CSI/index.html	(from https://sites.google.com/site/ieeevcip2015/call-for-submissions/regular-papers)
20:41:44	600/600	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2016%20Mar%202015%2012:41:44%20GMT	https://sites.google.com/site/ieeevcip2015/call-for-submissions/VCIP_PDF_Format.pdf?attredirects=0&d=1	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/call-for-submissions/VCIP_PDF_Format.409a1b.delayed	(from https://sites.google.com/site/ieeevcip2015/authors/author-guidelines)
20:41:44	603/603	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2016%20Mar%202015%2012:41:45%20GMT	https://sites.google.com/site/ieeevcip2015/call-for-submissions/VCIP_MSWord_Format.doc?attredirects=0&d=1	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/call-for-submissions/VCIP_MSWord_Format.419a1b.delayed	(from https://sites.google.com/site/ieeevcip2015/authors/author-guidelines)
20:41:45	602/602	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2016%20Mar%202015%2012:41:45%20GMT	https://sites.google.com/site/ieeevcip2015/call-for-submissions/VCIP_Latex_Format.zip?attredirects=0&d=1	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/call-for-submissions/VCIP_Latex_Format.429a1b.delayed	(from https://sites.google.com/site/ieeevcip2015/authors/author-guidelines)
20:41:46	19000/19000	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Mar%202015%2012:41:46%20GMT	https://sites.google.com/site/ieeevcip2015/_/rsrc/1422353459051/authors/paper-submission/VCIP2015CMTLogin.JPG	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/_/rsrc/1422353459051/authors/paper-submission/VCIP2015CMTLogin.jpg	(from https://sites.google.com/site/ieeevcip2015/authors/paper-submission)
20:41:46	557/557	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2016%20Mar%202015%2012:41:47%20GMT	https://sites.google.com/site/ieeevcip2015/website-builder/NEC.JPG?attredirects=0	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/website-builder/NEC.446fb5.delayed	(from https://sites.google.com/site/ieeevcip2015/website-builder)
20:41:47	37629/37629	---M--	200	added ('OK')	image/jpeg	etag:%221421970458441%22	https://d398a46c-a-62cb3a1a-s-sites.googlegroups.com/site/ieeevcip2015/website-builder/NEC.JPG?attachauth=ANoY7crS3Gzs2_4IrNj2CvjQNbJeTDp_GMEMqBmWDB0AltaRqvUz-JPTbCPeQcmUY1H0V7cNnPK8HuZXWS7fP5qNr4NBDBWUawm4tPXqRU7y4ie4Cvxhuf4GJCs8rQ2-vAdQZ-TGHZq2O61MCTjEo2rcbD1xtCXcUeRkbpdeOq2GPTZSp2vTLlRSE1cEv3MyjsSIvohDdF2KUGGmIcTTB7lrzEI8cU9zZuBn_mCxorrcG-ocJ64cODs%3D&attredirects=0	C:/My%20Web%20Sites/typ/d398a46c-a-62cb3a1a-s-sites.googlegroups.com/site/ieeevcip2015/website-builder/NEC2d1c.jpg	(from https://sites.google.com/site/ieeevcip2015/website-builder)
20:41:47	20458/20458	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Mar%202015%2012:41:47%20GMT	https://sites.google.com/site/ieeevcip2015/_/rsrc/1421970458446/website-builder/NEC.JPG?height=266&width=400	C:/My%20Web%20Sites/typ/sites.google.com/site/ieeevcip2015/_/rsrc/1421970458446/website-builder/NECf17c.jpg	(from https://sites.google.com/site/ieeevcip2015/website-builder)
